row__PRDLST_REPORT_NO,row__LCNS_NO,row__PRDLST_NM,row__BSSH_NM,row__PRDLST_DCNM,row__RAWMTRL_NM,,
200603555312062,20060355531,2도전사화이트장식물T(레드.검정),티지에프 주식회사,당류가공품,코코아버터. 다크컴파운드. 식용색소적색제40호알루미늄레이크. 식용색소청색제2호알루미늄레이크. 식용색소황색제5호알루미늄레이크. 식용색소황색제4호알루미늄레이크. 가공유지. 유화제. 이산화티타늄. 화이트컴파운드,,
200603555312015,20060355531,2도전사화이트조형물(검정.녹색),티지에프 주식회사,당류가공품,화이트컴파운드. 이산화티타늄. 유화제. 가공유지. 식용색소청색제2호알루미늄레이크. 식용색소적색제40호알루미늄레이크. 식용색소황색제5호알루미늄레이크. 식용색소황색제4호알루미늄레이크. 식용색소청색제1호알루미늄레이크,,
200603555311562,20060355531,2도전사화이트조형물(노랑.주황),티지에프 주식회사,당류가공품,화이트컴파운드. 유화제. 코코아버터. 화이트초콜릿. 식용색소황색제5호알루미늄레이크. 이산화티타늄. 식용색소황색제4호알루미늄레이크. 화이트컴파운드. 백설탕. 식물성유지. 전지분유. 유청분말. 레시틴. 바닐린,,
200603555311615,20060355531,2도전사화이트조형물(녹적색),티지에프 주식회사,당류가공품,화이트컴파운드. 유화제. 가공유지. 다크컴파운드버튼. 이산화티타늄. 그린오일OB. O/S락색소JS-16962. O/S레드칼라JS-17350. 옐로우오일. No.5. O/S블랙칼라JS-16305,,
200603555311750,20060355531,2도전사화이트조형물(블루.레드),티지에프 주식회사,당류가공품,화이트초콜릿. 다크초콜릿. 코코아버터. 식용색소적색제40호알루미늄레이크. 이산화티타늄. 식용색소청색제2호알루미늄레이크. 식용색소청색제1호알루미늄레이크,,
200603555311520,20060355531,2도전사화이트조형물(옐로우.블랙),티지에프 주식회사,당류가공품,식용색소황색제5호알루미늄레이크. 식용색소청색제2호알루미늄레이크. 초콜릿. 화이트초콜릿. 식용색소황색제4호알루미늄레이크. 화이트컴파운드. 유화제. 카카오버터. 이산화티타늄,,
200603555311934,20060355531,2도전사화이트조형물(황토검정),티지에프 주식회사,당류가공품,식용색소청색제1호알루미늄레이크. 식용색소적색제40호알루미늄레이크. 식용색소청색제2호알루미늄레이크. 식용색소황색제5호알루미늄레이크. 식용색소황색제4호알루미늄레이크. 다크컴파운드. 가공유지. 유화제. 이산화티타늄. 화이트컴파운드,,
200603555312166,20060355531,2도전사화이트조형물T(레드.그린),티지에프 주식회사,당류가공품,식용색소청색제1호알루미늄레이크. 식용색소황색제4호알루미늄레이크. 식용색소적색제40호알루미늄레이크. 가공유지. 글리세린지방산에스테르. 이산화티타늄. 화이트컴파운드,,
200603555312165,20060355531,2도전사화이트조형물T(분홍.그린),티지에프 주식회사,당류가공품,식용색소청색제1호알루미늄레이크. 식용색소황색제4호알루미늄레이크. 식용색소적색제40호알루미늄레이크. 가공유지. 글리세린지방산에스테르. 이산화티타늄. 화이트컴파운드,,
200603555311927,20060355531,2도전사화이트티타늄장식물(빨검),티지에프 주식회사,당류가공품,화이트컴파운드. 이산화티타늄. 유화제. 가공유지. 다크컴파운드. 식용색소적색제40호알루미늄레이크. 식용색소청색제2호알루미늄레이크. 식품첨가물혼합제제. 식용색소황색제5호알루미늄레이크. 식용색소황색제4호알루미늄레이크,,
200603555311951,20060355531,2도화이트장식물(검노),티지에프 주식회사,당류가공품,화이트컴파운드. 가공유지. 다크컴파운드. 코코아버터. 유화제. 식용색소청색제2호알루미늄레이크. 이산화티타늄. 식용색소황색제4호알루미늄레이크. 식용색소적색제40호알루미늄레이크. 식용색소황색제5호알루미늄레이크,,
200603555311952,20060355531,2도화이트장식물(핑검),티지에프 주식회사,당류가공품,식용색소황색제5호알루미늄레이크. 식용색소청색제2호알루미늄레이크. 다크컴파운드. 식용색소적색제40호알루미늄레이크. 가공유지. 화이트컴파운드. 이산화티타늄. 유화제. 코코아버터. 식용색소황색제4호알루미늄레이크,,
200603555312101,20060355531,2도화이트조형물(핑크.다크브라운),티지에프 주식회사,당류가공품,화이트컴파운드. 이산화티타늄. 가공유지. 유화제. 다크컴파운드. 식용색소적색제40호알루미늄레이크. 식용색소황색제4호알루미늄레이크. 식용색소황색제5호알루미늄레이크. 식용색소청색제1호알루미늄레이크,,
201903581382,20190358138,2레몬옐로우,Littes(리트),타르색소제제,식용색소황색제4호. 정제수. 주정. 글리세린. 물엿,,
20220321100149,20220321100,2마리 장뇌삼 민물장어구이,주식회사찬장에프에스대전,기타 수산물가공품,절임식품. 절임식품. 기타 수산물가공품. 산삼배양근,,
20210424124185,20210424124,2마리 장뇌삼 민물장어구이,(주)찬장 청주지점,기타수산가공,후추가루. 기타 농산가공품. 부추. 청주. 생강. 물엿. 매실액. 혼합간장. 마늘. 고춧가루. 민물장어추출물,,
2004036430781,20040364307,2만파프리카,엠에스산업(주),혼합제제,파프리카추출색소. 콩기름(대두유),,
2018053711024,20180537110,2무 포항 간가자미,(주)어업회사법인바다36포항공장,기타 수산물가공품,천일염. 가자미,,
1999036230722,19990362307,2배 멸치액젓,다산종합식품,액젓,멸치. 천일염,,
19800190030359,19800190030,2배 바삭 프리미엄 콩기름,씨제이제일제당(주),콩기름(대두유),혼합제제. 혼합제제. 규소수지. 콩기름(대두유),,
1993033606018,19930336060,2배 사과식초,대상(주)오산공장,발효식초,사과농축액. 주요. 주정. 고과당. 저감미당. 올리고당. 구연산. 사과향. 정제수,,
199202550365,19920255036,2배 사과식초,(주)오뚜기 삼남공장,발효식초,정제수. 주정. 사과농축액. 발효영양원. 사과에센스,,
199202550367,19920255036,2배 양조식초,(주)오뚜기 삼남공장,발효식초,주정. 발효영양원. 맥아엑기스. 정제수,,
1993033606017,19930336060,2배 양조식초,대상(주)오산공장,발효식초,옥수수가루. 주정. 주요. 이스트엑기스. 정제수,,
20150464166215,20150464166,2배 큰 펼친유부,(주)한미식품,가공두부,혼합제제. 염화칼슘. 염화마그네슘. 콩기름(대두유). 소스. 정제수. 대두,,
20010445055391,20010445055,2배 현미식초,(주)오뚜기,발효식초,기타가공품. 현미당화농축액. 주정. 정제수,,
199701810907,19970181090,2배고추장,삼화식품공사,고추장,물엿. 효소처리스테비아. 종국. 소브산칼륨. 젖산칼슘. L-글루탐산나트륨. 개량메주. 정제소금. 고춧가루. 밀쌀. 향신료조제품. 정제수. 밀가루,,
20070386464710,20070386464,2배농축 유산균생성물질(2X Concentrated Postbiotics),(주)웰빙엘에스,기타가공품,비타민미네랄혼합분말. 정제수. 분말결정포도당. 분리대두단백. 효모추출물. Saccharomyces cerevisiae. 기타가공품,,
2013022127054,20130221270,2배더진한 한식만능육수,(주)프롬네이처,소스,소스. 소스. 소스. 소스. 소스. 소스,,
2013022127057,20130221270,2배더진한 해물만능육수,(주)프롬네이처,소스,소스. 소스. 소스. 소스. 소스. 소스,,
200603470301743,20060347030,2배돈부리소스,(주)소스텍,소스,5'-리보뉴클레오티드이나트륨. 변성전분. L-글루타민산나트륨. 백설탕. 자몽종자추출물. 소스류. 혼합간장. 소스류. 정제수. 파라옥시안식향산에틸. 비타민B1라우릴황산염(고시형). DL-알라닌. 글리신,,
20010445055280,20010445055,2배사과식초,(주)오뚜기,발효식초,사과에센스. 발효영양원. 사과농축액. 주정. 정제수,,
198804490041137,19880449004,2배쇠고기육장,대상푸드플러스주식회사,소스,소스. 정제수. 소스. 소스. 설탕. 물엿. 효모추출물. 주정. 젖산. 소스. 소스. 소스. 5'-리보뉴클레오티드이나트륨. 소스. 잔탄검,,
20010445055281,20010445055,2배양조식초,(주)오뚜기,발효식초,정제수. 주정. 발효영양원. 맥아엑기스,,
19920372190383,19920372190,2배참치액,주식회사 움트리,소스,정제소금. 소스. 타우린. 비타민 B1라우릴황산염. 주정. 합성향료,,
20000149041553,20000149041,2배커진 말랑말랑떡새우완자,(주)그린푸드,기타 수산물가공품,두부. 새우. 떡류. 연육. 양파. 후추가루. 복합조미식품. 참기름. 소스. 5-리보뉴클레오티드이나트륨. 폴리인산나트륨. 정제소금. 마늘. 설탕. 콩기름(대두유). 두류가공품. 난백액. 대파. 전분. 기타가공품. 당근. 양배추. 혼합식용유,,
198804490041136,19880449004,2배해물어장,대상푸드플러스주식회사,소스,소스. 액젓. 설탕. 소스. L-글루탐산나트륨. 정제수. 주정. 효모추출물. 소스. 소스. 젖산. 5-리보뉴클레오티드이나트륨. 소스. 소스. 잔탄검. 호박산이나트륨,,
202208037334,20220803733,2번가루,주식회사 팡팡푸드,향신료조제품,향신료조제품. 향신료조제품,,
2007008017159,20070080171,2번가루,주식회사 바인푸드,향신료조제품,건마늘분말. 건양파분말. 옥수수전분. 흑후추가루. 산마분말. 발아현미분말. 밤가루. 연근분말,,
20210323312143,20210323312,2번도로 양념오뎅소스,주식회사 송연에스피,소스,소스. 설탕. 정제소금. 다시마엑기스. 소스. 과.채가공품. L-글루탐산나트륨. 양파. 마늘. 포도당. 복합조미식품. 복합조미식품. 복합조미식품. 복합조미식품. 호박산이나트륨. 정제수. 혼합간장. 고춧가루. 무엑기스,,
2017020558845,20170205588,2번출구블렌드,코페아신드롬,커피,볶은커피원두,,
2017020558849,20170205588,2번출구블렌드드립백,코페아신드롬,커피,볶은커피분말,,
197102750034375,19710275003,2분 피자볼,(주)샤니,빵류,곡류가공품. 글리세린지방산에스테르. 정제소금. 콩기름(대두유). 탈지분유. 효모. 기타가공품. 세부원재료. 밀가루. 피자소스. 혼합프레스햄. 기타가공품. 설탕. 양파. 피망. 곡류가공품. 바베큐소스. 가공버터. 우유. 전란액. 절임류. 기타가공품. 난황액,,
20130347154117,20130347154,2분가래떡,주호식품,떡류,멥쌀. 감자전분. 설탕. 정제소금,,
198804450091325,19880445009,2분조리 국물떡볶이,(주)피피이씨음성생면,떡류,떡류. 소스류,,
19880445009759,19880445009,2분조리가쓰오우동,(주)피피이씨음성생면,숙면,유화유지. 증점다당류PU. 산도조절제. 밀가루. 변성전분. 가쓰오부시분말. 스프. 정제염. 혼합제제. 글루텐. 옥수수오일,,
19880445009743,19880445009,2분조리국물떡볶이소스,(주)피피이씨음성생면,소스,우동지미인헨서. 6가지야채추출베이스. 고추장. 백설탕. 떡볶이. 지미베이스. 양파. 함수결정포도당. 양조간장. 가쓰오오메부시엑기스-P. 멸치추출농축액. 양파엑기스J. 혼합제제. 마늘추출농축액-P. 정제염. 청양고추가루. 레시틴. 올레오레진파프리카. 효모추출분말. 잔탄검. 가지. 야채추출물. 정제수. 배추. 무. 마늘. 양파. 대파. 생강,,
20030395019461,20030395019,2비알,(주)유유헬스케어,당류가공품,비타민 B6 염산염. 비타민 B1염산염. 비타민 B2. 마카뿌리분말. 완두분말. 엽산. 비타민B12혼합제제분말. 비오틴. DL-메티오닌. 건조효모. 히드록시프로필메틸셀룰로스. 포도당. 약모밀분말. 비타민E혼합제제. 검정콩분말. 결정셀룰로스. 건조효모(셀렌함유). 차즈기. 생선콜라겐. 이산화규소. L-시스틴. 글리세린지방산에스테르. 니코틴산아미드. 비피더스균. 산화아연. 스테아린산마그네슘. 판토텐산칼슘. L-아르지닌,,
20030395019459,20030395019,2비오,(주)유유헬스케어,당류가공품,글리세린지방산에스테르. 산화아연. 황산망간. 식용달팽이추출물. 상어연골분말. 키틴. 홍합분말. 해조혼합분말. 아미노산혼합제제. 마카뿌리분말. L-아르지닌. 마늘추출물분말. 건조효모(비타민D). 버드나무가지껍질추출분말. 보스웰리아추출물분말. 포도당. 산화마그네슘. 스테아린산마그네슘. 카복시메틸셀룰로스칼슘. 이산화규소. 히드록시프로필메틸셀룰로스. 비타민C. 건조효모,,
20080320150153,20080320150,2색 절편,대치떡방,떡류,식염. 정제수. 멥쌀. 쑥. 쑥가루. 참기름,,
2014033268627,20140332686,2색과일,농업회사법인 푸드지안 주식회사,과.채가공품,망고. 홍시,,
202203521936,20220352193,2색꿀떡,한양떡집,떡류,쌀. 설탕. 정제소금. 딸기분말. 쑥가루. 참기름,,
20080320150152,20080320150,2색송편,대치떡방,떡류,송편. 쑥송편,,
20120069413178,20120069413,2색송편,경기떡집,떡류,멥쌀. 정제수. 쑥잎. 볶은참깨. 갈색설탕. 설탕. 천일염. 참기름. 현미유,,
20120069413158,20120069413,2색이티(냉동),경기떡집,떡류,호두. 천일염. 정제수. 찹쌀. 거피팥가루. 설탕. 쑥잎. 올리고당. 현미유,,
20120069413135,20120069413,2색이티(박스포장),경기떡집,떡류,찹쌀. 거피팥가루. 설탕. 쑥잎. 올리고당. 정제수. 천일염. 호두. 현미유,,
20120069413156,20120069413,2색인절미,경기떡집,떡류,현미유. 설탕. 천일염. 호두. 정제수. 쑥잎. 찹쌀. 참기름,,
20120069413175,20120069413,2색절편,경기떡집,떡류,멥쌀. 쑥잎. 정제수. 천일염. 참기름. 현미유,,
20050257069771,20050257069,2색크런치OW,(주)신우테크,기타가공품,혼합제제. 향료. 파프리카추출색소. 레시틴. 혼합분유. 캔디류. 설탕. 곡류가공품. 야자유. 혼합분유. 유당,,
20050257069786,20050257069,2색팝핑PY,(주)신우테크,기타가공품,캔디류. 설탕. 유당. 야자유. 혼합분유. 혼합분유. 식품첨가물혼합제제. 치자황색소. 레시틴. 향료,,
2020047505123,20200475051,2세대 꽈배기,(주)해성 푸드원,기타가공품,기타가공품. 조림류. 정제수. 쇼트닝. 기타가공품. 곡류가공품,,
20180212258413,20180212258,2세대아이돌샌드위치,(주)후레쉬퍼스트,즉석섭취식품,빵류. 소스. 알가열제품. 마요네즈. 양배추. 곡류가공품. 프레스햄. 절임식품. 양파. 토마토케첩. 가당연유. 백설탕. 가공소금,,
200506070021557,20050607002,2세대아이돌인기샌드위치,(주)삼영데리카후레쉬,즉석섭취식품,양배추. 곡류가공품. 프레스햄. 양파. 절임식품. 토마토케첩. 가당연유. 설탕. 가공소금. 마요네즈. 빵류. 알가열제품. 소스,,
20120358388719,20120358388,2세대아이돌인기샌드위치,(주)한국데리카후레쉬,즉석섭취식품,알가열제품. 빵류. 소스. 마요네즈. 양배추. 곡류가공품. 프레스햄. 양파. 절임식품. 토마토케첩. 가당연유. 설탕. 가공소금,,
20150443298695,20150443298,2세대아이돌인기샌드위치,(주)우리델리카,즉석섭취식품,토마토케첩. 가당연유. 설탕. 가공소금. 프레스햄. 곡류가공품. 양배추. 마요네즈. 소스. 알가열제품. 빵류. 절임식품. 양파,,
20200620210323,20200620210,2세대아이돌인기샌드위치,(주)제이비프레시,즉석섭취식품,빵류. 절임식품. 양파. 프레스햄. 곡류가공품. 양배추. 소스. 마요네즈. 알가열제품. 정제소금. 설탕. 가당연유. 토마토케첩,,
2001033831673,20010338316,2시&떡볶이소스,태연식품,복합조미식품,밀가루. 비타민 C. 5'-리보뉴클레오티드이나트륨. 정제소금. 식품첨가물혼합제제. 구연산. 카라멜색소분말. 백설탕. 복합조미식품. 고춧가루. 향신료조제품. 복합조미식품. L-글루탐산나트륨. 복합조미식품. 복합조미식품. 밀전분. 사카린나트륨제제. 포도당. 복합조미식품. 구연산삼나트륨,,
19890445014625,19890445014,2엔드,태웅식품(주),인삼.홍삼음료,폴리덱스트로스. 구연산. 액상과당. 백설탕. 구연산삼나트륨. 니코틴산아미드. 락색소. 오렌지향. 안식향산나트륨. 정제수,,
200000428151106,20000042815,2예향환,선경바이오,기타가공품,생강. 구연산. 치아씨앗. 다시마. 강황뿌리줄기. 뚱딴지. 대나무잎. 청미래덩굴뿌리. 가시여지열매. 여주. 뽕나무잎. 건고추. 엉겅퀴. 삼씨앗. 계피. 어류껍질. 황칠나무잎. 볶은둥굴레. 두충. 꾸지뽕나무열매. 잇꽃씨앗. 돌콩씨앗. 땅콩어린싹. 저단선. 마카뿌리. 약모밀지상부. 쇠무릅뿌리. 헛개나무열매. 줄잎. 황기. 겨우살이. 천궁뿌리줄기,,
1973033200859,19730332008,2월바,(주)빙그레,빙과,정제수. 기타잼. 말티톨시럽. 설탕. 물엿. 과.채가공품. 비타민C. 구아검. 비트레드. 카라기난. 카복시메틸셀룰로스나트륨. 심황색소. 향료,,
2004049505518,20040495055,2유 있는 홍삼콜라겐,(유)나눔푸드 2공장,기타가공품,검 베이스 혼합제제. 피쉬콜라겐펩타이드농축액. 오미자농축액. 석류농축액. 배농축액. 홍삼농축액,,
20180212258237,20180212258,2인나물비빔밥용세트,(주)후레쉬퍼스트,즉석섭취식품,도라지. 시금치. 소스. 후추가루. L-글루탐산나트륨. 설탕. 가공소금. 정제소금. 복합조미식품. 들기름. 혼합간장. 참깨. 소스. 혼합간장. 간마늘. 참기름. 콩기름(대두유). 참기름. 양파. 정제수. 알가열제품. 삶은고사리. 콩나물. 과.채가공품,,
20180212258238,20180212258,2인불고기비빔밥용세트,(주)후레쉬퍼스트,즉석섭취식품,양념육. 소스. 애호박. 당근. 콩나물. 알가열제품. 청상추. 콩기름(대두유). 양파. 참기름. 마늘. 정제소금. 가공소금. 참깨. L-글루탐산나트륨. 후추가루,,
20010199365735,20010199365,2인용 치즈 부대찌개,(주)참맛나라,간편조리세트,분쇄가공육제품. 떡류. 콩나물. 대파. 유탕면. 소시지. 소스. 소스. 쑥갓잎. 프레스햄. 프레스햄. 김치. 두류가공품. 토마토케첩. 가공치즈,,
20200280071328,20200280071,2인한돈짜장,(주)정미경키친,조림류,정제수. 돼지고기. 감자. 혼합장. 양파. 당근. 애호박. 올리고당. 설탕. 콩기름(대두유). 전분가공품. 소스. 양조간장. 후추가루,,
20200280071327,20200280071,2인한돈카레,(주)정미경키친,카레(커리),정제수. 감자. 양파. 돼지고기. 당근. 카레분. 콩기름(대두유). 설탕. 재제소금(재제조소금). 후추가루,,
20010494093400,20010494093,2종피클:이지,(유)농업회사법인에녹식품,절임식품,무. 소브산칼륨. 정제소금. 백설탕. 발효식초. 정제수. 당근,,
20070435176205,20070435176,2종혼합유산균사균체분말,(주)메디오젠,기타가공품,유산균배양건조물. Lactobacillus bulgaricus분말. Lactobacillus fermentum분말,,
2015046709269,20150467092,2주 습관 CCA 주스,한솔바이오한방(주),과.채주스,당근. 사과. 양배추. 정제수,,
20040376114243,20040376114,2중발효열처리김치유산균MB-01분말,농업회사법인(유)청솔식품,기타가공품,쌀가루. 유산균,,
2005039700318,20050397003,2중발효유산균국수,(주)평창산들식품,건면,천일염. 김치유산균추출분말. 기타가공품. 난소화성말토덱스트린(고시형). 밀가루,,
2017032037278,20170320372,2차 감자탕 건양념,(주)지니푸드앤시스템,복합조미식품,폴리인산나트륨. 헥산. 비프분말. 간장분말. 후추가루. L-글루탐산나트륨. 고춧가루. 복합조미식품,,
2020020626617,20200206266,2차 웨이브파우더,(주)참맛푸드,복합조미식품,식품첨가물. 식품첨가물. 치자황색소. 복합조미식품. L-글루탐산나트륨. 천연향신료. 정제소금. 두류가공품. 카레. 옥수수전분. 밀가루,,
20180383746216,20180383746,2차 장어소스 순한맛,(주)파낙스코리아,소스,정제수. 물엿. 혼합간장. 설탕. 기타과당. 변성전분. 카라멜색소. 정제소금. 소스. 혼합제제. L-글루탐산나트륨. 기타가공품. 기타가공품. 천연향신료. 잔탄검. 천연향신료. 5-리보뉴클레오티드이나트륨,,
19930533009161,19930533009,2차가공용(원료성),(주)정화식품상사,조미건어포,오징어. 설탕. D-소비톨. 정제소금. L-글루탐산나트륨. 구연산. 호박산이나트륨. 혼합제제. D-소비톨액. DL-알라닌. 메타인산나트륨. 글리신,,
20110555115284,20110555115,2차발효한 도라지즙,농업회사법인(주)두손애약초,액상차,도라지농축액. 도라지. 모과농축액. 생강농축액. 대추농축액. 도꼬마리열매. 치자추출액. 산박하추출액. 왕느릅나무껍질추출물. 효소. 정제수,,
20110555115271,20110555115,2차발효한 돼지감자즙,농업회사법인(주)두손애약초,액상차,뚱딴지추출액. 이눌린. 검정콩농축액. 둥굴레농축액. 황금추출물,,
20110555115279,20110555115,2차발효한 쌍화차,농업회사법인(주)두손애약초,액상차,쌍화추출액,,
20110555115278,20110555115,2차발효한 여주즙,농업회사법인(주)두손애약초,액상차,여주추출액,,
20110555115272,20110555115,2차발효한 칡즙,농업회사법인(주)두손애약초,액상차,황금추출물. 기타가공품. 보리가루. 칡추출액,,
20030199199220,20030199199,2차소스,주식회사 디딤이앤에프,소스,후추가루. L-글루탐산나트륨. 카라멜색소. 참기름. 냉동다진마늘. 과.채가공품. 물엿. 과.채가공품. 설탕. 혼합간장. 정제수,,
20120372101385,20120372101,2차소스,(주)포앤그린,소스,고춧가루. 설탕. 과채가공품. 물엿. 산분해간장,,
20120372101351,20120372101,2차양념(닭발),(주)포앤그린,소스,고춧가루. 소주. 고추장. 마늘. 카레. 설탕. 액상차. 양파. 음료베이스. L-글루탐산나트륨. 복합조미식품. 탄산음료. 천연향신료. 천연향신료. 향신료조제품,,
20080445056493,20080445056,2차염지제,(주)예우당에프에스,소스,호박산이나트륨. 5'-리보뉴클레오티드이나트륨. 천연향신료. 계피가루. 정제수. 백설탕. 혼합간장. 소스. 변성전분. 카레. L-글루탐산나트륨. 카라멜색소. 마늘오일,,
199504490041401,19950449004,2차크리스피파우더,금양식품(주),곡류가공품,박력분. 박력분. 중력분. 옥수수전분. L-글루탐산나트륨. 정제소금. 난백분. 마늘가루. 천연향신료. 볶음양파분말. 유청분말. 비타민B2. 스테비텐후레쉬. 파프리카추출색소. 식품첨가물,,
1985031100111650,19850311001,2피자1치킨 갈릭딥핑소스,태원식품산업(주),소스,기타과당. 마요네즈. 변성전분. 기타가공품. 유청. 가공치즈. 잔탄검. 가공치즈. 글리세린지방산에스테르. 건마늘분말. 향미유. 설탕. 정제소금. 혼합제제. 혼합제제. 향미유. 천연향신료. 향신료조제품. 가공치즈. 버터향. 연유향. 마늘향. 치즈향. 파라옥시안식향산에틸. 치자황색소. 카로틴. 심황색소. 정제수,,
200004430423733,20000443042,2피자1치킨상회 갈릭디핑소스,(주)원일식품,소스,콩기름(대두유). 정제수. 전란액. 변성전분. 정제소금. 조미시즈닝. 설탕. 발효식초. 과.채가공품. 향미유. 소브산칼륨. 파라옥시안식향산에틸,,
200504641271266,20050464127,2피자1치킨상회 양념,(주)삼일에프엔비,소스,설탕. 정제소금. 고춧가루. 구아검. 양파분말. 기타가공품. 물엿. 토마토케첩. 마늘. 당근. 양파. 정제수. 식품첨가물. 카라멜색소 Ⅲ,,
20160308017152,20160308017,2피자1치킨상회 오이피클,농업회사법인 비전프라임 주식회사,절임식품,절임오이. 기타과당. 식초. 황산알루미늄암모늄. 젖산칼슘. 소브산칼륨. 초산나트륨. 염화칼슘. 심황색소. 폴리소르베이트20. 복합조미식품. 복합조미식품. 복합조미식품. 정제수,,
20070464094503,20070464094,2피자1치킨상회 오이피클,(유)삼각에프엠씨 웰빙랜드,절임식품,초산나트륨. 소브산칼륨. 젖산칼슘. 황산알루미늄암모늄. 식초. 기타과당. 절임오이. 정제수. 복합조미식품. 복합조미식품. 복합조미식품. 폴리소르베이트20. 심황색소. 염화칼슘,,
20050464127700,20050464127,2피자1치킨상회 전용간장양념,(주)삼일에프엔비,소스,천연향신료. 정제소금. 설탕. L-글루탐산나트륨. 발효식초. 양조간장. 가공소금. 복합조미식품. 양파. 마늘. 벌꿀. 기타과당. 물엿. 정제수,,
20050464127699,20050464127,2피자1치킨상회 전용양념,(주)삼일에프엔비,소스,설탕. 정제소금. 고춧가루. 구아검. 양파분말. 기타가공품. 물엿. 토마토케첩. 마늘. 당근. 양파. 정제수. 식품첨가물. 카라멜색소,,
20050464127638,20050464127,2피자1치킨상회 전용양념매운양념,(주)삼일에프엔비,소스,당근. 고추씨앗. 올레오레진캡시컴. 카라멜색소. 식품첨가물. 정제수. 양파. 마늘. 토마토케첩. 물엿. 양파분말. 구아검. 고춧가루. 정제소금. 설탕. 기타가공품,,
1993038352271,19930383522,2피자1치킨상회 전용유,하이브 주식회사,콩기름(대두유),규소수지. 콩기름(대두유),,
20170347060200,20170347060,2피자1치킨상회 전용유,(주)비앤비코리아,콩기름(대두유),규소수지. 콩기름(대두유),,
2014044313177,20140443131,2피자1치킨상회 피자소스,(주)킹스코,소스,정제수. 토마토페이스트. 간양파. 기타과당. 백설탕. 간마늘. 변성전분. 발효식초. 콩기름(대두유). 정제소금. 포도당. 유청분말. L-글루탐산나트륨. 천연향신료. 후추분태. 천연향신료. 천연향신료,,
20050464127861,20050464127,2피자1치킨상회마늘중독전용소스,(주)삼일에프엔비,소스,물엿. 기타과당. 양조간장. 정제수. 설탕. 마늘. 발효식초. 변성전분. 혼합간장. 양파. 정제소금. 복합조미식품. 가공소금. 구아검. L-글루탐산나트륨. 잔탄검. 생강가루,,
2002046107313500,20020461073,2피자1치킨상회야채크림맛시즈닝,(주)동원홈푸드,복합조미식품,간장분말. 설탕. 유청분말. 유함유가공품. 덱스트린. 분말유크림. 향료. 파프리카추출색소. 가공소금. L-글루탐산나트륨. 복합조미식품. 이산화규소. 제삼인산칼슘. 혼합제제. 향료. 과.채가공품. 파슬리플레이크. 혼합제제. 혼합제제. 구연산. 마늘가루. 혼합제제,,
1985031100111600,19850311001,2피자1치킨전용파우다,태원식품산업(주),곡류가공품,향신료조제품. 정제소금. 밀가루. 혼합제제. L-글루탐산나트륨. 향신료조제품. 심황색소. 콩기름(대두유). 올레오레진 캪시컴. 향신료조제품. 탄산수소나트륨. 산성피로인산나트륨,,
20050464127729,20050464127,2피자1치킨전용파우더알파,(주)삼일에프엔비,기타가공품,정제소금. 이산화규소. 기타가공품. 기타가공품. 피로인산나트륨. 탄산수소나트륨. 천연향신료. 마늘가루. 양파분말. 곡류가공품. 곡류가공품. 밀가루,,
1985031100111600,19850311001,2피자1치킨핫소스,태원식품산업(주),소스,발효식초. 소스. 기타과당. 토마토페이스트. 복합조미식품. 변성전분. 향신료조제품. 정제수,,
2000017607737,20000176077,2호 수육도시락,청구도시락,즉석섭취식품,밥류. 국류. 양념육류. 김치류. 오징어젓갈무침. 볶음류. 무침류,,
2000017607736,20000176077,2호 제육도시락,청구도시락,즉석섭취식품,무침류. 볶음류. 볶음류. 국류. 밥류. 김치류. 오징어젓갈무침,,
20050355345249,20050355345,2호뉴욕치즈케익,(주)파미유,빵류,당류가공품. 가공소금. 팽창제제. 식품첨가물혼합제제. 식품첨가물혼합제제. 치즈. 설탕. 식물성크림. 전란액. 밀가루. 난황액. 당류가공품. 가공버터. 콩기름(대두유). 과채음료. 전분. 식품첨가물혼합제제. 정제수. 기타가공품,,
20050355345252,20050355345,2호부오노티라미수,(주)파미유,빵류,가공소금. 팽창제제. 당류가공품. 난황분. 당류가공품. 전분. 혼합제제. 기타가공품. 코코아분말. 리큐르. 콩기름(대두유). 기타가공품. 식물성크림. 가공버터. 난황액. 당류가공품. 우유. 밀가루. 전란액. 정제수. 식물성크림. 치즈. 설탕,,
20050355345255,20050355345,2호초코무스,(주)파미유,빵류,식물성크림. 초콜릿. 가공소금. 팽창제제. 당류가공품. 식품첨가물. 기타가공품. 전분. 식품첨가물혼합제제. 콩기름(대두유). 코코아분말. 난황액. 밀가루. 가공버터. 정제수. 우유. 초콜릿가공품. 설탕. 전란액,,
19870415003320,19870415003,3 MIX 아이셔,(주)오리온제4청주공장,캔디류,가당연유. 혼합제제. 젤라틴. 생크림. 구연산. 식염. L-주석산. 레시틴. 자당지방산에스테르. 비타민C. 과.채가공품. 치자청색소. 합성향료. 그린칼라. 전지분유. 사과향. 사과향. 블랙당근농축액. 과.채가공품. 자두농축액. 자두향. 옥수수전분. 식물성유지. 물엿. 백설탕,,
20030211151144,20030211151,3 in collagen,고려홍삼원(주),혼합음료,발효홍삼농축액. 배농축액. 레몬농축액. 프락토올리고당. 식물혼합농축액. 사양벌꿀. 검 베이스 혼합제제. 구연산. 구연산삼나트륨. 혼합제제비타민B. 나한과추출물분말. 자몽종자추출물. 생선콜라겐펩타이드. 정제수,,
