row__PRDLST_REPORT_NO,row__LCNS_NO,row__PRDLST_NM,row__BSSH_NM,row__PRDLST_DCNM,row__RAWMTRL_NM,,
2016052807623,20160528076,365품 국산 꾸지뽕잎100% 과립,장성예찬영농조합법인,과.채가공품,꾸지뽕잎가루,,
2016052807619,20160528076,365품 국산 밀싹100% 과립,장성예찬영농조합법인,과.채가공품,밀싹,,
2016052807624,20160528076,365품 국산 새싹삼100% 과립,장성예찬영농조합법인,과.채가공품,인삼,,
2016052807629,20160528076,365품 국산 새싹삼100% 분말,장성예찬영농조합법인,과.채가공품,인삼,,
2016052807627,20160528076,365품 국산100% 꾸지뽕분말,장성예찬영농조합법인,과.채가공품,꾸지뽕나무열매,,
2016052807628,20160528076,365품 국산100% 대추 쌀조청,장성예찬영농조합법인,물엿,쌀. 대추. 엿기름. α-아밀라아제,,
2016052807625,20160528076,365품 국산100% 대추도라지 쌀조청,장성예찬영농조합법인,물엿,α-아밀라아제. 엿기름. 도라지. 대추. 쌀,,
2016052807616,20160528076,365품 국산100% 복숭아잼,장성예찬영농조합법인,잼,복숭아. 설탕. 아미드펙틴. 구연산,,
2016052807630,20160528076,365품 국산100% 새싹삼 쌀조청,장성예찬영농조합법인,물엿,쌀. 인삼. 엿기름. α-아밀라아제,,
2016052807635,20160528076,365품 국산100% 새싹삼 쌀조청560,장성예찬영농조합법인,물엿,쌀. 인삼. 엿기름. α-아밀라아제,,
2016052807650,20160528076,365품 국산콩부각 오리지널,장성예찬영농조합법인,두류가공품,정제소금. 팜유. 찹쌀분말. 백태,,
2016052807611,20160528076,365품 동결건조 아로니아100% 분말,장성예찬영농조합법인,과.채가공품,아로니아열매,,
2016052807617,20160528076,365품 동의보감 꾸지뽕100%과립,장성예찬영농조합법인,과.채가공품,꾸지뽕나무열매,,
2016052807614,20160528076,365품 동의보감 꾸지뽕환,장성예찬영농조합법인,과.채가공품,꾸지뽕나무열매,,
201605280766,20160528076,365품 딸기잼,장성예찬영농조합법인,잼,딸기. 백설탕,,
2016052807641,20160528076,365품 리얼ICED 피치,장성예찬영농조합법인,기타잼,복숭아. 복숭아향. 설탕. 구연산,,
2016052807620,20160528076,365품 발효생강 쌀조청,장성예찬영농조합법인,물엿,α-아밀라아제. 엿기름. 생강. 쌀,,
2016052807642,20160528076,365품 복숭아100% 그대로 말린,장성예찬영농조합법인,과.채가공품,복숭아. 말토덱스트린혼합제제,,
2016052807610,20160528076,365품 블랙커런트잼 57%,장성예찬영농조합법인,잼,백설탕. 블랙커런트열매,,
2016052807636,20160528076,365품 빈스구아바잎 가루,장성예찬영농조합법인,과.채가공품,구아바잎,,
2016052807632,20160528076,365품 빈스구아바잎잼,장성예찬영농조합법인,잼,구아바잎. 우유. 설탕. 바나나. 생크림. 코코넛밀크분말. 구연산,,
2016052807631,20160528076,365품 빈스구아바잼,장성예찬영농조합법인,잼,구아바. 백설탕. 이소말토올리고당. 펙틴. 구연산,,
2016052807633,20160528076,365품 뿌리까지 먹는 국산 새싹보리100% 과립,장성예찬영농조합법인,과.채가공품,보리순,,
2016052807634,20160528076,365품 뿌리까지 먹는 국산 새싹보리100% 분말,장성예찬영농조합법인,과.채가공품,보리순,,
2016052807615,20160528076,365품 새싹보리100% 과립,장성예찬영농조합법인,과.채가공품,보리순,,
2016052807618,20160528076,365품 새싹보리100% 분말,장성예찬영농조합법인,과.채가공품,보리순,,
2016052807621,20160528076,365품 설탕0% 국산 블루베리잼,장성예찬영농조합법인,잼,블루베리열매. 프락토올리고당. 이소말토올리고당. 펙틴. 구연산,,
201605280762,20160528076,365품 쌀조청,장성예찬영농조합법인,물엿,쌀. 엿기름. α-아밀라아제,,
201605280763,20160528076,365품 알맹이가 살아있는 생생사과잼,장성예찬영농조합법인,잼,사과. 백설탕. 이소말토올리고당. 펙틴. 구연산,,
201605280769,20160528076,365품 오분도쌀조청,장성예찬영농조합법인,물엿,쌀. 엿기름. α-아밀라아제,,
2016052807639,20160528076,365품 유기농 현미100% 황금눈쌀 누룽지 과자,장성예찬영농조합법인,곡류가공품,현미,,
2016052807637,20160528076,365품 장성감100% 쌀조청,장성예찬영농조합법인,물엿,쌀. 감추출액. α-아밀라아제. 엿기름,,
2016052807648,20160528076,365품 통째로 씹히는 국산100% 샤인머스켓JAM,장성예찬영농조합법인,잼,펙틴. 구연산. 백설탕. 이소말토올리고당. 청포도,,
2016052807638,20160528076,365품 통째로 착즙한 NFC 장성사과주스,장성예찬영농조합법인,과.채주스,사과. 레드자몽농축액. 비타민C(고시형),,
2016052807645,20160528076,365품 편백향 머금은 더덕,장성예찬영농조합법인,물엿,쌀. 더덕. 엿기름. α-아밀라아제,,
2016052807644,20160528076,365품 편백향 머금은 도라지,장성예찬영농조합법인,물엿,쌀. 도라지. 엿기름. α-아밀라아제,,
2016052807612,20160528076,365품 표고버섯100% 분말,장성예찬영농조합법인,과.채가공품,건표고버섯,,
2016052807647,20160528076,365품 황금귀리현미누룽지,장성예찬영농조합법인,곡류가공품,귀리. 현미. 쌀,,
2016052807640,20160528076,365품 황금보리 누룽지 과자,장성예찬영농조합법인,곡류가공품,현미. 찰보리쌀,,
20190387777305,20190387777,365프로젝트,와이즈웨이,고형차,기타가공품. 건조효모(아연함유). 기타가공품. 기타가공품. 오자농축분말. 과.채가공품. 분리대두단백분말. 유함유가공품. 밀크씨슬. 분리유단백분말. 전분가공품. 결정셀룰로스. L-아르지닌. 서류가공품. 프락토올리고당. L-로이신. L-카르니틴. 스테아린산마그네슘. 이산화규소,,
2018037971852,20180379718,365프리미엄골드,(주)더좋은웰빙,기타가공품,쇠무릅뿌리. 닭발농축액. 보스웰리아분말. 참당귀분말. 천궁분말. 쌀가루. 칡가루. 찹쌀풀. 멘톨향,,
2008044900819,20080449008,365프리미엄흑삼정,주식회사코리아홍삼공스,액상차,식물혼합농축액. 홍삼농축액. 흑삼농축액,,
2019049901753,20190499017,365피치마토(복숭아향),아뮤즈바이오 주식회사,과.채가공품,토마토열매. 효소처리스테비아. 수크랄로스. 혼합제제,,
1972033800132,19720338001,365한컵두부,(주)오빌식품,두부,대두. 염화마그네슘. 키토산. 티제이2000,,
201205603256,20120560325,365홀세일커피,(주)에스브이씨,커피,커피원두,,
20160467083150,20160467083,365홍삼수,(주)한국인삼내츄럴,인삼.홍삼음료,액상차. 프로폴리스추출액. 액상차. 액상과당. 액상차. 구연산(무수). 구연산삼나트륨. 홍삼향. 기타가공품. 덱스트린. 정제수,,
20140086585633,20140086585,365활력 침향환,(주)에스엠팜,기타가공품,침향나무수지가침착된수간목. 비수리. 마카추출분말. 산수유분말. 흑마늘. 아연(고시형). L-아르기닌(기능성원료인정제2015-19호). 복분자. 기타가공품,,
2011046705239,20110467052,3688 도라지,아리항,액상차,정제수. 호박씨앗. 모과. 건생강. 벌꿀. 프락토올리고당. 건도라지. 인삼열매추출액,,
2011046705237,20110467052,3688 활력골드,아리항,액상차,쇠비름. 대추. 비수리. 벌꿀. 인삼열매추출액. 정제수. 산수유열매. 천문동덩이뿌리. 맥문동뿌리,,
2011046705215,20110467052,3688활기찬,아리항,액상차,정제수,,
201605487432,20160548743,369 흑삼,농업회사법인369삼주식회사,침출차,흑삼분말. 흑삼,,
20080039004156,20080039004,369국물두루치기소스,고원식품,소스,고춧가루. 복합조미식품. 설탕. 향신료조제품. 복합조미식품. 향신료조제품,,
201605230133,20160523013,369김치,땅끝애보배 농업회사법인유한회사,김치,정제수. 천일염. 고춧가루. 멸치액. 중국젓새우. 다진마늘. 다진생강. 물엿. 양파. L-글루탐산나트륨. 절임배추,,
201605487431,20160548743,369삼,농업회사법인369삼주식회사,인삼.홍삼음료,정제수. 흑삼,,
201605487434,20160548743,369삼 침향단,농업회사법인369삼주식회사,기타가공품,침향나무수지가침착된수간목분말. 흑삼분말. 녹용분말. 참당귀뿌리분말. 산수유분말. 벌꿀. 금박,,
198803550331026,19880355033,369오메가밸런스,(주)한미양행,기타 식용유지가공품,올리브유. 포도씨앗유. 기타식물성유지. 기타동물성유지. d-α-토코페롤. 캡슐류,,
2017019356174,20170193561,369파우더,주식회사 희성푸드,기타가공품,밀가루. 옥수수전분. 정제소금. L-글루탐산나트륨. 찹쌀분말. 백미후추분말. 카레. 콩기름(대두유). 고춧가루. 탄산수소나트륨. 올레오레진 캪시컴. 향신료올레오레진류. 심황색소. 폴리소르베이트80,,
201603689291,20160368929,369팬도우믹스,주식회사 굿메이트식품,복합조미식품,백설탕. 정제소금. 인스턴트이스트. 개량제. 유청분말,,
201603689293,20160368929,369피자시즈닝,주식회사 굿메이트식품,복합조미식품,백설탕. 정제소금. 마늘가루. 오레가노분말. 후추가루. 파슬리,,
2022052025561,20220520255,36년 식품수입 전문가 김준동이 만든 침향단,아인팜,기타가공품,사양벌꿀. 침향나무수지가침착된수간목분말. 삽주뿌리줄기. 대추열매. 발아보리. 비타민C. 산화아연. 건조효모(셀렌함유). 녹용. 홍삼뿌리. l-멘톨. 계피. 황기뿌리. 참당귀뿌리. 천궁뿌리줄기. 작약뿌리. 지황포제가공한뿌리. 감초뿌리. 복령균핵,,
2022052025562,20220520255,36년 식품수입 전문가 김준동이 만든 침향단,아인팜,기타가공품,천궁뿌리줄기. 작약뿌리. 지황포제가공한뿌리. 감초뿌리. 복령균핵. 삽주뿌리줄기. 대추열매. 발아보리. 사양벌꿀. 침향나무수지가침착된수간목분말. 황기뿌리. 참당귀뿌리. 계피. 금박. 비타민C. 산화아연. 건조효모(셀렌함유). 녹용. 홍삼뿌리. l-멘톨,,
20100182300208,20100182300,36종복합테프발효효소,(주)케이엠에프,효소식품,메밀. 기장쌀. 수수. 차조. 돌콩씨앗. 현미. 기타가공품. 프로바이오틱스(고시형). 기타가공품. 율무쌀. 보리. 흑미. 세븐베리농축분말. Tef씨앗. 노란콩. 탈지대두. 쌀. 효소식품. 검정콩. 기타가공품. 파인애플분말. 야채혼합농축분말,,
19680257003156,19680257003,36태양초고추장,(주)동양식품,고추장,고춧가루. 혼합미분. 천일염. 밀쌀. 향신료조제품. 정제수. 소맥분. 물엿. 종국. L-글루탐산나트륨. 알파대두분말. 주정,,
2001043909816,20010439098,37,주식회사 사랑과 사람들(제2공장),혼합음료,먹는물. 산소,,
2001043909841,20010439098,37,주식회사 사랑과 사람들(제2공장),혼합음료,정제수. 산소,,
2013055617567,20130556175,37.5 기절초풍,오손도손F2,액상차,과채주스. 발효식초. 니파야자순. 공작야자수액. 감초,,
200904330552673,20090433055,37.5 떡볶이소스,이푸드(주),소스,물엿. 정제수. 설탕. 당류가공품. 복합조미식품. 기타과당. 고춧가루. 소스. 재제소금(재제조소금). 마늘. 고춧가루. 구아검. 파라옥시안식향산에틸,,
2002046107313550,20020461073,37.5 떡볶이소스,(주)동원홈푸드,소스,물엿. 정제수. 설탕. 당류가공품. 정제소금. 고춧가루. 복합조미식품. 고춧가루. 마늘. 변성전분. L-글루탐산나트륨. 기타과당. 식육추출가공품. 파프리카추출색소. 잔탄검. 카라멜색소 Ⅳ,,
201904421491283,20190442149,37.5 레몬베이스,(주)동원홈푸드,음료베이스,펙틴. 비타민C. 구연산. 설탕. 기타과당. 정제수. 과.채가공품. 레몬주스. 혼합제제. 구연산삼나트륨. 기타가공품,,
2002046107313350,20020461073,37.5 레몬베이스,(주)동원홈푸드,음료베이스,구연산. 비타민C. 펙틴. 구연산삼나트륨. 기타가공품. 혼합제제. 레몬주스. 과.채가공품. 정제수. 기타과당. 설탕,,
200904330552699,20090433055,37.5 만능레드소스,이푸드(주),소스,물엿. 정제수. 설탕. 당류가공품. 기타과당. 소스. 복합조미식품. 고춧가루. 복합조미식품. 고춧가루. 구아검. 파라옥시안식향산에틸,,
200904330552797,20090433055,37.5 만능블랙소스,이푸드(주),소스,정제수. 춘장. 설탕. 복합조미식품. 양파. 향미유. 올리고당. 과채가공품. 과채가공품. 소스. L-글루탐산나트륨. 소스. 옥수수전분. 변성전분. 마늘. 향미유. 복합조미식품. 5-리보뉴클레오티드이나트륨. 카라멜색소. 효모추출물. 잔탄검. 소스. 비타민 B1라우릴황산염,,
2002046107314160,20020461073,37.5 머쉬룸스프,(주)동원홈푸드,소스,정제소금. 후추가루. L-글루탐산나트륨. 표고버섯엑기스. 복합조미식품. 정제수. 식물성크림. 우유. 양송이버섯. 양파. 변성전분. 소스. 설탕,,
201904421491285,20190442149,37.5 메이플시럽,(주)동원홈푸드,당류가공품,올리고당. 정제수. 당시럽류. 물엿. 설탕. 향료. 구아검. 카라멜색소,,
2002046107313360,20020461073,37.5 메이플시럽,(주)동원홈푸드,당류가공품,카라멜색소. 구아검. 향료. 설탕. 물엿. 당시럽류. 정제수. 올리고당,,
2014027561420,20140275614,37.5 블렌드,부엉이커피,커피,볶은커피. 볶은커피. 볶은커피. 볶은커피,,
20170365141154,20170365141,37.5 블렌드(BLEND 37.5),(주)커피클랜,커피,커피원두,,
2002046107313360,20020461073,37.5 블루베리콤포트,(주)동원홈푸드,소스,설탕. 블루베리. 정제수. 딸기퓌레. 당시럽류. 펙틴. 구연산. 수크랄로스,,
200904330552665,20090433055,37.5 스테이크바베큐소스,이푸드(주),소스,비타민 B1라우릴황산염. 향신료올레오레진류. 겨자분. 정제수. 설탕. 발효식초. 과채가공품. 당시럽류. 정제소금. 토마토페이스트. 과채가공품. 과실주. 혼합간장. 변성전분. 카라멜색소. 천연향신료. 잔탄검. 소스. 소스. 고춧가루. 천연향신료. 스모크향. 소스. 마늘가루. 양파분말. 천연향신료. 소스. 소스. 육두구분말. 식품첨가물혼합제제. 천연향신료,,
200904330552930,20090433055,37.5 시저드레싱,이푸드(주),소스,마요네즈. 정제수. 설탕. 향신료조제품. 기타가공품. 올리브유. 마늘. 조미액젓. 레몬농축액. 정제소금. 소스. 유청. 기타가공품. 식품첨가물혼합제제. 복합조미식품. 천연향신료. 잔탄검. 젖산. 효모추출물. 비타민 B1라우릴황산염. 소스,,
2002046107313350,20020461073,37.5 오렌지베이스,(주)동원홈푸드,음료베이스,구연산. 혼합제제. 카로틴. 비타민C. 설탕. 오렌지농축액. 과.채가공품. 정제수. 향료. 향료제제,,
2002046107313350,20020461073,37.5 자몽베이스,(주)동원홈푸드,음료베이스,설탕. 과.채가공품. 자몽. 레드자몽농축액. 과당. 향료. 구연산. 비타민C. 혼합제제. 치자황색소. 식용색소적색제40호,,
20220468192200,20220468192,37.5 전용 딸기청,주식회사희다,액상차,과채주스. 기타설탕. 딸기,,
19860364014231,19860364014,37.5 전용유,주식회사 진유원,콩기름(대두유),규소수지. 식품첨가물혼합제제. 콩기름(대두유),,
2002046107313360,20020461073,37.5 청포도베이스,(주)동원홈푸드,음료베이스,혼합제제. 기타가공품. 설탕. 과.채가공품. 정제수. 과.채가공품. 구연산. 혼합제제. 비타민C. 펙틴. 혼합제제. 아스파탐. 구연산삼나트륨,,
201904421491305,20190442149,37.5 청포도베이스,(주)동원홈푸드,음료베이스,설탕. 과.채가공품. 정제수. 과.채가공품. 구연산. 혼합제제. 비타민C. 펙틴. 혼합제제. 기타가공품. 혼합제제. 구연산삼나트륨. 아스파탐,,
200904330552714,20090433055,37.5 토마토소스,이푸드(주),소스,소스. 소스. 과채가공품. 과채가공품,,
201904421491341,20190442149,37.5 토마토소스,(주)동원홈푸드,소스,후추가루. 주정. 과.채가공품. 기타가공품. 마늘엑기스. 정제소금. 양파엑기스. 발효식초. 소스. 콩기름(대두유). 설탕. 정제수. 양파. 마늘. 소고기. 과.채가공품. 토마토페이스트. 과.채가공품. 양파. 파라옥시안식향산에틸. 오레가노분말,,
201904421491733,20190442149,37.5 펌킨스프,(주)동원홈푸드,즉석조리식품,우유. 과.채가공품류. 호박. 설탕. 식물성크림. 정제수. 변성전분. 가공버터. 밀가루. 소스. 정제소금. 자당지방산에스테르,,
2002046107314130,20020461073,37.5 펌킨스프,(주)동원홈푸드,즉석조리식품,자당지방산에스테르. 정제소금. 소스. 밀가루. 가공버터. 변성전분. 정제수. 식물성크림. 설탕. 호박. 과.채가공품류. 우유,,
200904330552789,20090433055,37.5만능파스타소스,이푸드(주),소스,소스. 소스. 과채가공품. 과채가공품. 양파. 소스,,
200904330552700,20090433055,37.5메이플시럽,이푸드(주),당류가공품,올리고당. 당시럽류. 물엿. 정제수. 식품첨가물혼합제제. 카라멜색소,,
201904421491389,20190442149,37.5스테이크소스,(주)동원홈푸드,소스,혼합제제. 잔탄검. 셀러리분말. 천연향신료. 천연향신료. 정제수. 혼합제제. 고춧가루. 마늘엑기스. 후추가루. 겨자분. 카라멜색소 Ⅳ. 정제소금. 변성전분. 당시럽류. 소스. 사과농축액. 발효식초. 과실주. 설탕. 기타과당. 발효식초. 과.채가공품. 토마토페이스트. 소스,,
2002046107313550,20020461073,37.5스테이크소스,(주)동원홈푸드,소스,정제수. 소스. 토마토페이스트. 과.채가공품. 발효식초. 기타과당. 설탕. 과실주. 발효식초. 사과농축액. 소스. 당시럽류. 변성전분. 정제소금. 카라멜색소 Ⅳ. 겨자분. 후추가루. 마늘엑기스. 고춧가루. 혼합제제. 천연향신료. 천연향신료. 셀러리분말. 잔탄검. 혼합제제,,
2010036415296,20100364152,372효소,한국발효(주),효소식품,Aspergillus oryzae. 아세로라추출분말. 3종 혼합유산균. 퉁퉁마디. 다시마분말. 프락토올리고당. 풀루란. 건조효모. 밀발효물. 혼합곡물발효분말. 대두발효분말. 대두볶음분말. 발효미강. 현미발효분말,,
20020623009643,20020623009,377바 민트(377BAR MINT),퓨어플러스(주),혼합음료,정제수. 민트향. 럼향. 파인애플농축액. 페퍼민트농축분말. 코코넛크림분말. 백설탕. 구연산. 펙틴. 수크랄로스. 정제소금. 식용색소청색제1호. 시트러스향. 레몬라임향. 파인애플향. 밀크향,,
20020623009640,20020623009,377바 시트러스(377BAR CITRUS),퓨어플러스(주),혼합음료,오렌지농축액. 백설탕. 구연산. 비타민 C. 에리스리톨. 수크랄로스. 정제소금. β-카로틴. 두류가공품. 시트러스향. 오렌지향. 럼향. 정제수,,
2011060444029,20110604440,37번 구이용 바다장어,(주)씨웰,기타 수산물가공품,붕장어,,
20090458111165,20090458111,37종과일야채발효농축분말,(주)화인에프티,과.채가공품,덱스트린. 과채가공품,,
200604420592858,20060442059,38%애플잼파이,롯데웰푸드(주),빵류,잼. 밀가루. 마가린. 밀가루. 설탕. 마가린. 식물성크림. 정제소금. 설탕. 정제수,,
19870364014582,19870364014,38%애플잼파이,롯데웰푸드(주),빵류,정제수. 설탕. 정제소금. 식물성크림. 마가린. 설탕. 밀가루. 마가린. 밀가루. 잼,,
201904190439,20190419043,3816 양구사과즙,양구군 농산물가공지원센터,과.채주스,비타민C혼합분말. 사과,,
202205680239,20220568023,3816 양구사과즙,농업회사법인주식회사양구친환경제2공장,과.채주스,비타민C. 사과,,
2019041904321,20190419043,3816양구사과잼,양구군 농산물가공지원센터,잼,사과. 백설탕. 이소말토올리고당. 구연산. 펙틴,,
2012055615233,20120556152,3816양구사과주스,한울식품 영농조합법인F2,과.채주스,사과. 비타민 C,,
1996055618052,19960556180,3816양구사과주스,한울식품 영농조합법인,과.채주스,사과. 비타민 C,,
202305760081,20230576008,3816양구사과즙,농업회사법인 주식회사 프레스네이처,과.채주스,사과. 비타민C,,
201403720213,20140372021,3816양구사과즙,애플빌,과.채주스,사과. 비타민C(고시형),,
20150149323273,20150149323,385드립백커피,(주)세이코커피코리아,커피,커피원두,,
1997040004581,19970400045,38가지 산야초추출발효액(1),봄들 농업회사법인유한회사,기타발효음료,갈색설탕. 민들레. 찔레나무순. 칡. 소나무잎. 뽕나무잎. 쑥. 다래나무어린순. 생강나무. 달래. 냉이. 미나리. 돌나물. 고들빼기. 머위. 국화. 엄나무어린잎. 사철쑥. 곰취. 더덕. 한삼덩굴. 망초. 두충나무잎. 여뀌. 쇠뜨기. 쇠비름. 엉겅퀴. 잣나무잎. 참느릅나무잎. 화살나무잎. 씀바귀. 마타리. 갈대. 오디. 다래. 서양산사자. 닭의장풀. 익모초. 산초나무잎,,
1997040004542,19970400045,38가지산야초추출발효액,봄들 농업회사법인유한회사,기타발효음료,황백당. 민들레. 뽕나무잎. 소엽. 약쑥. 익모초. 서양민들레. 소나무잎. 망초. 미나리. 칡. 갈대. 다래. 산국. 엉겅퀴. 질경이. 더덕. 도라지. 수영. 연잎. 왕고들빼기. 찔레꽃. 한삼덩굴. 냉이. 달래. 황기. 흰민들레. 고들빼기. 쇠뜨기. 쇠비름. 씀바귀. 음나무. 생강나무. 참취. 사철쑥. 마타리. 개똥쑥. 오가피. 산초나무,,
1997036827177,19970368271,38발효효소,주식회사 다원바이오텍,효소식품,효소식품. 프락토올리고당. 분리대두단백. 3종 혼합유산균. 요구르트분말. 폴리덱스트로스. 덱스트린,,
20070372022257,20070372022,38발효효소분말,숭인내추럴팜 주식회사,효소식품,식물혼합분말. Aspergillus oryzae,,
201403720214,20140372021,38썬애플 사과즙,애플빌,과.채주스,비타민C(고시형). 사과,,
2013037244029,20130372440,38썬애플 사과즙,양심건강푸드,과.채주스,사과,,
201903915295,20190391529,38썬애플사과즙,아름다운농원,과.채주스,사과. 비타민C,,
202209089481,20220908948,38와인,농업회사법인 새터 주식회사,과실주,포도열매. 백설탕. 메타중아황산칼륨,,
20160358214195,20160358214,39 흑임자파우더,(주)석우,당류가공품,정제소금. 이산화규소. 합성향료. 잔탄검. 식물성크림. 혼합분유. 검정깨분말. 백설탕. 변성전분. 혼합제제,,
20140344199118,20140344199,39) 당근 홀케익,주식회사 디스다임,빵류,백설탕. 박력분. 자연치즈. 콩기름(대두유). 전란액. 가공버터. 정제수. 당근. 분당. 호두분태. 정제소금. 식품첨가물혼합제제. 물엿. 천연향신료. 합성팽창제,,
20140344199117,20140344199,39) 레드벨벳 홀케익,주식회사 디스다임,빵류,자연치즈. 혼합제제. 코코아분말. 전분가공품. 혼합분유. 전란액. 물엿. 기타설탕. 콩기름(대두유). 밀가루. 가공버터. 백설탕. 정제수. 정제소금. 탄산수소나트륨. 합성팽창제,,
198503110016087,19850311001,3900난리부르스고추장양념,태원식품산업(주),소스,고추장. 탄산음료. 기타주류. 고춧가루. 양파. 마늘. 혼합간장. 물엿. 정제수. 파라옥시안식향산에틸. 정제소금. 매실과즙. 흑후추가루. L-글루타민산나트륨,,
20190545009508,20190545009,3900파스타 볼로네제,(주)대정,즉석섭취식품,소스. 건면. 정제수. 가공치즈. 콩기름(대두유). 과.채가공품,,
20090275083104,20090275083,3935 / 603 CC BL (씨씨 비엘),(주)파라디소코리아,커피,볶은커피. 볶은커피,,
20160160416224,20160160416,396 코듀로이 더치커피,비해이븐,커피,정제수. 커피,,
201605432184,20160543218,396디카페인 더치커피,396 coffee company(396 커피컴퍼니),커피,정제수. 커피,,
201605432182,20160543218,396커피컴퍼니 드립백,396 coffee company(396 커피컴퍼니),커피,커피원두,,
201605432181,20160543218,396커피컴퍼니 커피원두,396 coffee company(396 커피컴퍼니),커피,커피원두,,
2012034523957,20120345239,39모둠감자,(주)돈키호테,서류가공품,서류가공품. 서류가공품. 서류가공품. 서류가공품,,
20180467123762,20180467123,39뱅쇼베이스,(주)한미에프쓰리 2공장,음료베이스,설탕. 과실주. 정제수. 과채가공품. 식품첨가물혼합제제. 식품첨가물혼합제제. 구연산. 기타가공품. 치자청색소,,
2011051600614,20110516006,39블랙마카,주식회사운석,기타가공품,발효미강. 유산균혼합분말. 설탕. 마카뿌리분말. 눈꽃동충하초분말,,
202203264055,20220326405,3F,프라이로스터스(Frei roasters),커피원두,커피. 커피. 커피,,
201003420501256,20100342050,3F소스베이스,(주)비에이치푸드,소스,과.채가공품. 소스. 혼합간장. 변성전분. 카라멜색소. 가공유크림. 과.채가공품. L-글루탐산나트륨. 복합조미식품. 천연향신료. 과.채가공품. 효모추출물. 타마린드검,,
2014018801622,20140188016,3HA 수제감귤케이크,한국제과식품협동조합,빵류,밀가루. 계란. 백설탕. 마가린. 감귤농축액. 포도당. 물엿. 웰가에스피. 베이킹파우더. 유청분말. 프로피온산칼슘. 감귤향. 바나나레진. 천일염. 콩기름(대두유),,
2014018801623,20140188016,3HA 수제딸기케이크,한국제과식품협동조합,빵류,콩기름(대두유). 밀가루. 계란. 백설탕. 마가린. 포도당. 물엿. 웰가에스피. 베이킹파우더. 딸기분말. 딸기향시럽. 딸기레진. 유청분말. 올리고당. 천일염,,
2014018801619,20140188016,3HA 수제샌드케이크,한국제과식품협동조합,빵류,밀가루. 계란. 백설탕. 포도당. 물엿. 웰가에스피. 베이킹파우더. 마가린. 사이다향. 정제소금. 프로피온산칼슘,,
2014018801620,20140188016,3HA 수제시나몬케이크,한국제과식품협동조합,빵류,밀가루. 계란. 백설탕. 포도당. 계피가루. 웰가에스피. 베이킹파우더. 마가린. 카라멜액. 정제소금. 프로피온산칼슘,,
2014018801621,20140188016,3HA수제롤케이크,한국제과식품협동조합,빵류,밀가루. 계란. 백설탕. 포도당. 물엿. 웰가에스피. 베이킹파우더. 마가린. 사이다향. 정제소금. 프로피온산칼슘,,
199701603099,19970160309,3H스마트구운소금,태화제염,태움.용융소금,천일염,,
20030467108618,20030467108,3H흑천삼킹농축액,대동고려삼(주),액상차,흑삼농축액,,
20030467108594,20030467108,3H흑천삼킹분말,대동고려삼(주),고형차,흑삼분말,,
2013060435813,20130604358,3LOW멸치(다시용),쌍용건해주식회사,기타 수산물가공품,큰멸치. 개똥쑥추출액,,
2013060435815,20130604358,3LOW멸치(볶음용),쌍용건해주식회사,기타 수산물가공품,잔멸치. 개똥쑥추출액,,
2013060435814,20130604358,3LOW멸치(조림용),쌍용건해주식회사,기타 수산물가공품,중멸치. 개똥쑥추출액,,
200503206636,20050320663,3M QUAT Plus,(주)로타,기구등의 살균·소독제,에탄올. 정제수. 염화알킬(C12-C18)벤질디메틸 암모늄. 염화-n-알킬(C12-C18)디메틸 에틸벤질암모늄 (평균분자량 384). 에틸렌디아민테트라아세트산. 사나트륨. 엘에스-303실리콘 소포제,,
2005032066328,20050320663,3M Quat Plus 500ml,(주)로타,염화알킬(C12-C18)벤질디메틸암모늄제제,염화알킬(C12-C18)벤질디메틸 암모늄. 염화-n-알킬(C12-C18)디메틸 에틸벤질암모늄 (평균분자량 384). 염화-N-데실-N.N-디메틸-1-데칸아미늄. 에틸렌디아민테트라아세트산. 사나트륨. 에탄올. 정제수,,
200503206638,20050320663,3M Sanitizer Plus,(주)로타,기구등의 살균·소독제,구연산삼나트륨. 프로필렌글리콜. 에탄올. 물(H2O). 젖산나트륨,,
2005032066321,20050320663,3M 쿼트 플러스 500ml,(주)로타,에탄올제제,염화-n-알킬(C12-C18)디메틸 에틸벤질암모늄 (평균분자량 384). 염화-N-데실-N.N-디메틸-1-데칸아미늄. 에틸렌디아민테트라아세트산. 사나트륨. 에탄올. 정제수. 염화알킬(C12-C18)벤질디메틸 암모늄,,
2005032066320,20050320663,3M 티엔에프 퀴트 세니타이저(Tnf quat sanitizer),(주)로타,기구등의 살균·소독제,에틸벤젠암모늄. 염화알킬벤질디메틸암모늄. 염화디-n알킬디메틸암모늄. 염화-n-알킬. 디메틸. 에틸렌디아민테트라아세트산. 사나트륨. 정제수,,
2000017607236,20000176072,3Things 떡,우리원산까치식품,떡류,혼합제제. 정제소금. 밀가루. 혼합제제,,
20120364498859,20120364498,3Things로제스프,(주)케이에스에프,복합조미식품,식품첨가물. 향신료조제품. 천연향신료. 파프리카추출색소. 고춧가루. 5-리보뉴클레오티드이나트륨. 식품첨가물. 고춧가루. 복합조미식품. 천연향신료. 향신료조제품. 전분. L-글루탐산나트륨. 복합조미식품. 덱스트린. 복합조미식품. 식물성크림. 가공치즈. 밀가루. 고춧가루. 가공유크림. 설탕. 정제소금. 과.채가공품. 전분가공품,,
