row__PRDLST_REPORT_NO,row__LCNS_NO,row__PRDLST_NM,row__BSSH_NM,row__PRDLST_DCNM,row__RAWMTRL_NM,,,,,,
20160275388346,20160275388,(냉동)플레인스콘,(주)현대그린푸드 베이커리공장,빵류,당류가공품. 베이킹파우더. 크림발효유. 콩기름(대두유). 가공유크림. 갈색설탕. 백설탕. 전란액. 가공버터. 강력분. 기타소금. 식품첨가물혼합제제,,,,,,
20160275388351,20160275388,(냉동)플레인휘낭시에,(주)현대그린푸드 베이커리공장,빵류,바닐라에센스. 베이킹파우더. 난백액. 버터. 백설탕. 박력분. 아몬드분말. 당류가공품,,,,,,
20160275388128,20160275388,(냉동)피넛머핀,(주)현대그린푸드 베이커리공장,빵류,식품첨가물혼합제제. 베이킹파우더. 물엿. 가공버터. 곡류가공품. 박력분. 백설탕. 땅콩버터. 가공유크림. 화이트초콜릿. 땅콩분태. 정제수. 콩기름(대두유). 전란액. 기타가공품,,,,,,
20210212298116,20210212298,(냉동)피렌체 마블킹 티본 스테이크,주식회사제일씨엔에프(C&F),즉석조리식품,복합조미식품. 마늘. 그린콩꼬투리. 옥수수. 당근. 가공버터. 소고기. 혼합식용유. 소스. 소스. 천연향료,,,,,,
2020003719080,20200037190,(냉동)피스타치오&유자 쿠키,(주)학산 테라로사커피 성수지점,과자,중력분. 버터. 유자청. 당류가공품. 전란. 피스타치오견과. 유자껍질. 베이킹파우더. 호박가루. 정제소금,,,,,,
2020003719081,20200037190,(냉동)피스타치오&유자 쿠키 B,(주)학산 테라로사커피 성수지점,과자,밀가루. 버터. 유자청. 설탕. 전란. 피스타치오견과. 유자껍질. 베이킹파우더. 호박가루. 정제소금,,,,,,
2016027538825,20160275388,(냉동)피칸파이,(주)현대그린푸드 베이커리공장,빵류,가공연유. 피칸. 중력분. 가공버터. 전란액. 정제수. 당류가공품. 백설탕. 초콜릿. 향료. 아몬드분말. 기타소금,,,,,,
20160275388313,20160275388,(냉동)하우스쿠키,(주)현대그린푸드 베이커리공장,빵류,박력분. 가공버터. 백설탕. 전란액. 향신료조제품. 기타소금. 계피가루,,,,,,
20160275388162,20160275388,(냉동)허니치즈카스테라,(주)현대그린푸드 베이커리공장,빵류,기타소금. 식품첨가물혼합제제. 콩기름(대두유). 우유. 당류가공품. 치즈. 강력분. 박력분. 치즈. 가공버터. 백설탕. 전란액,,,,,,
2016027538898,20160275388,(냉동)호두파운드,(주)현대그린푸드 베이커리공장,빵류,박력분. 가공버터. 전란액. 호두분태. 우유. 백설탕. 기타설탕. 난황액. 아몬드분말. 물엿. 베이킹파우더,,,,,,
20160275388354,20160275388,(냉동)홍국쌀휘낭시에,(주)현대그린푸드 베이커리공장,빵류,아몬드분말. 박력분. 백설탕. 버터. 난백액. 자연치즈. 당절임. 바닐라에센스. 베이킹파우더. 곡류가공품. 당류가공품,,,,,,
20160275388141,20160275388,(냉동)화이트롤,(주)현대그린푸드 베이커리공장,빵류,전란액. 백설탕. 가공버터. 박력분. 콩기름(대두유). 가공연유. 물엿. 정제수. 난백액. 일반증류주. 기타소금,,,,,,
201804851832,20180485183,(냉동)화이트붓세,주식회사강동오케익1공장,빵류,계란. 백설탕. 밀. 아몬드분말. 잼. 당류가공품. 아몬드. 물엿. 포도당. 마가린. 쇼트닝. 구연산. 버터오일. 정제수,,,,,,
20160275388180,20160275388,(냉동)화이트시트,(주)현대그린푸드 베이커리공장,빵류,전란액. 백설탕. 박력분. 콩기름(대두유). 정제수. 청주. 식품첨가물혼합제제. 베이킹파우더. 물엿,,,,,,
2020003719084,20200037190,(냉동)흑임자 쿠키,(주)학산 테라로사커피 성수지점,과자,중력분. 버터. 당류가공품. 검정깨볶은가루. 전란. 검정깨(흑임자). 베이킹파우더. 정제소금,,,,,,
2020003719085,20200037190,(냉동)흑임자 쿠키 B,(주)학산 테라로사커피 성수지점,과자,밀가루. 버터. 설탕. 검은깨미분말. 전란. 검정깨(흑임자). 베이킹파우더. 정제소금,,,,,,
19900275002591,19900275002,(냉동. 쿠팡)바른어묵 얇은사각,(주)동원F＆B,어묵,연육. 밀가루. 콩기름(대두유). 밀전분. 소스. 당근. 양파. 부추. L-글루탐산나트륨. D-자일로오스. 소브산칼륨. 글리신. 정제소금. 포도당. 설탕. 대두단백. 트랜스글루타미나아제,,,,,,
198402880181725,19840288018,(냉동반제품)너에게로가는길,(주)신라명과,빵류,계란. 식물성크림. 시럽. 백설탕. 박력분. 우유. 다크초콜릿. 코팅밀크초콜릿. 카라멜너트크런치. 가공버터. 코코아분말. 저지방마가린. 물엿. 초콜릿가공품. 레드커런트. 젤라틴,,,,,,
200604941366,20060494136,(냉동생)감자떡,다복솔식품,떡류,천일염. 동부앙금. 전분가공품. 설탕,,,,,,
2006049413666,20060494136,(냉동생)모시개떡,다복솔식품,떡류,천일염. 설탕. 모시잎. 맵쌀,,,,,,
2006049413626,20060494136,(냉동생)모시깨송편,다복솔식품,떡류,설탕. 볶은참깨. 모시잎. 멥쌀. 천일염,,,,,,
2006049413661,20060494136,(냉동생)모싯잎송편,다복솔식품,떡류,천일염. 동부. 설탕. 모시잎. 맵쌀,,,,,,
200604941365,20060494136,(냉동생)백련초감자떡,다복솔식품,떡류,천일염. 동부앙금. 전분가공품. 설탕,,,,,,
200604941363,20060494136,(냉동생)호박감자떡,다복솔식품,떡류,천일염. 동부앙금. 전분가공품. 설탕,,,,,,
2006049413625,20060494136,(냉동생)흰깨송편,다복솔식품,떡류,설탕. 볶은참깨. 멥쌀. 천일염,,,,,,
2021014994788,20210149947,(냉동생지)모카프레,밀리F&B,빵류,농산물조림. 밤다이스. 버터. 박력분. 강력분. 식품첨가물혼합제제. 정제소금. 호두분태,,,,,,
2021014994789,20210149947,(냉동생지)팡콩프레,밀리F&B,빵류,박력분. 정제소금. 호두분태. 농산물조림. 밤다이스. 버터. 강력분,,,,,,
20130128263110,20130128263,(냉장) 손질갈치,(주)대풍수산식품,기타 수산물가공품,갈치,,,,,,
199304430281122,19930443028,(냉장)면사랑 쫄면사리,(주)면사랑,숙면,주정. 조제감자전분. 밀가루. 면류첨가알칼리제. 정제소금. 식품첨가물혼합제제,,,,,,
200504150203300,20050415020,(냉장)수원왕갈비맛소스,(주)시아스,소스,5'-리보뉴클레오티드이나트륨. 잔탄검. 구연산. 복합조미식품. 복합조미식품. 타마린드검. 카라멜색소. L-글루탐산나트륨. 천연향신료. 기타가공품. 소스. 기타주류. 천연향신료. 소스. 변성전분. 대파. 과채가공품. 과채가공품. 혼합간장. 설탕. 기타과당. 정제수. 과채가공품,,,,,,
1994046703545,19940467035,(농림)고구마전분(덩어리),대진식품,전분가공품,고구마전분. 옥수수전분,,,,,,
1994046703544,19940467035,(농림)고구마전분1(덩어리),대진식품,전분가공품,고구마전분. 옥수수전분,,,,,,
20000368362340,20000368362,(농축)갈비탕,젤존푸드(주),기타가공품,정제수. 소갈비. 무. 소고기. 간장. 파. 정제염. 생강. 마늘. 복합조미료. 핵산IG,,,,,,
20000368362338,20000368362,(농축)닭개장,젤존푸드(주),기타가공품,마늘. 생강. 소금. 두태기름. 정제수. 닭가슴살. 무. 숙주나물. 파. 간장. 정제염. 마늘. 탕다지기1. 생강. 복합조미료. 핵산IG. 탕다지기. 고춧가루,,,,,,
199304430281997,19930443028,(농축)동치미맛 냉면육수,(주)면사랑,소스,소스. 정제수. 설탕. 정제소금. 기타과당. 발효식초. 소스. 소스. 소스. L-글루탐산나트륨. 당류가공품. 5-리보뉴클레오티드이나트륨. 합성향료,,,,,,
20000368362339,20000368362,(농축)뼈다귀감자탕,젤존푸드(주),기타가공품,생강. 정제수. 돼지뼈다귀. 감자. 우거지. 정제염. 간장. 무. 파. 생강. 마늘. 고춧가루양념. 복합조미료. 핵산IG. 고춧가루양념. 고춧가루. 두태기름. 소금. 마늘,,,,,,
20000368362337,20000368362,(농축)소고기무국,젤존푸드(주),기타가공품,콩나물. 정제수. 소고기. 무. 파. 간장. 정제염. 마늘. 생강. 복합조미료. 핵산IG,,,,,,
199304430281998,19930443028,(농축)쇠고기맛 냉면육수,(주)면사랑,소스,설탕. 정제수. 소스. 합성향료. 5-리보뉴클레오티드이나트륨. 당류가공품. L-글루탐산나트륨. 산분해간장. 소스. 소스. 소스. 소스. 정제소금. 기타과당. 발효식초,,,,,,
20000368362336,20000368362,(농축)양지탕,젤존푸드(주),기타가공품,정제수. 소고기. 간장. 정제염. 무. 파. 마늘. 생강. 복합조미료. 핵산IG,,,,,,
20000368362335,20000368362,(농축)장터국밥,젤존푸드(주),기타가공품,생강. 정제수. 소고기. 무. 콩나물. 파. 간장. 정제염. 마늘. 탕다지기1. 복합조미료. 핵산IG. 탕다지기. 고춧가루. 두태기름. 소금. 마늘. 생강,,,,,,
2012034712437,20120347124,(뉴) 포카 도우,신한식품 주식회사,빵류,강력분. 압착올리브유. 혼합올리브유. 정제소금. 개량제. 효모. 정제수,,,,,,
197304430031557,19730443003,(뉴)다크코팅초코-NSP,(주)삼광식품,준초콜릿,에리스리톨. 야자유. 코코아매스. 채종유(유채유 또는 카놀라유). 코코아분말. 코코아버터. 레시틴. 바닐린. 폴리글리세린축합리시놀레인산에스테르. 효소처리스테비아,,,,,,
20150347299164,20150347299,(뉴)맛있는 단팥빵,(주)유로베이크,빵류,식품첨가물혼합제제. 곡류가공품. 정제소금. 식물성크림. 효모. 마가린. 기타가공품. 전란액. 설탕. 정제수. 밀가루. 조림류,,,,,,
20150347299162,20150347299,(뉴)맛있는 슈크림빵,(주)유로베이크,빵류,정제수. 식품첨가물혼합제제. 곡류가공품. 정제소금. 식물성크림. 효모. 마가린. 전란액. 설탕. 당류가공품. 밀가루,,,,,,
20150347299163,20150347299,(뉴)맛있는 완두앙금빵,(주)유로베이크,빵류,조림류. 밀가루. 정제수. 설탕. 전란액. 아몬드. 마가린. 효모. 식물성크림. 정제소금. 곡류가공품. 식품첨가물혼합제제,,,,,,
19930618060494,19930618060,(뉴)모카피 냉동반죽,(주)신라명과,빵류,밀가루. 백설탕. 가공버터. 전란액. 베이킹파우더. 커피향. 소다1,,,,,,
20150445222617,20150445222,(뉴)비빔냉면양념,(주)신세계푸드 음성공장,소스,고추장. 양파. 설탕. 정제수. 물엿. 발효식초. 과.채가공품. 과.채가공품. 대파. 마늘. 혼합간장. 고춧가루. 참기름. 정제소금. 음료베이스. L-글루탐산나트륨. 기타 농산가공품. 복합조미식품. 파프리카추출색소. 5-리보뉴클레오티드이나트륨. 잔탄검. 구연산. DL-사과산,,,,,,
200803602841144,20080360284,(뉴)허니버터카스텔라(냉동),홈플러스 주식회사,빵류,웰가에스피. 사양벌꿀. 난황액. 우유. 가공버터. 밀가루. 백설탕. 살균전란액,,,,,,
20060494136115,20060494136,(다복솔) 영양멥쌀밥,다복솔식품,떡류,천일염. 당절임. 설탕. 멥쌀. 검정콩. 밤다이스. 건포도. 호두분태. 대추,,,,,,
20060494136122,20060494136,(다복솔)기정떡,다복솔식품,떡류,멥쌀. 탁주. 설탕. 검정깨(흑임자). 베이킹파우더. 천일염,,,,,,
20060494136119,20060494136,(다복솔)깨콩찰시루떡,다복솔식품,떡류,찹쌀. 콩가루. 검정깨(흑임자). 설탕. 천일염,,,,,,
2006049413658,20060494136,(다복솔)단호박편,다복솔식품,떡류,호두분태. 호박가루. 단호박. 설탕. 맵쌀. 천일염,,,,,,
20060494136101,20060494136,(다복솔)딸기찹쌀떡,다복솔식품,떡류,찹쌀. 팥앙금. 설탕. 옥수수전분. 동결건조딸기분말. 혼합제제. 천일염. 중력분. 웰가에스피,,,,,,
20060494136116,20060494136,(다복솔)멥쌀밥,다복솔식품,떡류,멥쌀. 검정콩. 설탕. 천일염,,,,,,
20060494136114,20060494136,(다복솔)명품단호박편,다복솔식품,떡류,설탕. 멥쌀. 건포도. 대추. 밤다이스. 검정콩. 호박가루. 천일염. 당절임. 서양호박. 호두분태,,,,,,
20060494136113,20060494136,(다복솔)명품백설기,다복솔식품,떡류,검정콩. 멥쌀. 설탕. 밤다이스. 대추. 건포도. 호두분태. 당절임. 천일염,,,,,,
20060494136191,20060494136,(다복솔)명품찹쌀떡,다복솔식품,떡류,찹쌀. 설탕. 통팥앙금. 호두분태. 옥수수전분. 천일염. 웰가에스피. 중력분,,,,,,
20060494136140,20060494136,(다복솔)모시깨송편(진공),다복솔식품,떡류,멥쌀. 모시잎. 설탕. 볶은참깨. 천일염,,,,,,
20060494136121,20060494136,(다복솔)모시절편,다복솔식품,떡류,멥쌀. 모시잎. 천일염,,,,,,
20060494136138,20060494136,(다복솔)모시절편(진공),다복솔식품,떡류,멥쌀. 모시잎. 천일염,,,,,,
2006049413670,20060494136,(다복솔)모싯잎송편(진공),다복솔식품,떡류,멥쌀. 모시잎. 동부. 설탕. 천일염,,,,,,
2006049413653,20060494136,(다복솔)백설기,다복솔식품,떡류,맵쌀. 설탕. 천일염. 호두분태,,,,,,
20060494136108,20060494136,(다복솔)빵찹쌀떡,다복솔식품,떡류,찹쌀. 팥앙금. 설탕. 빵류. 웰가에스피. 중력분. 천일염,,,,,,
20060494136112,20060494136,(다복솔)서리태콩설기,다복솔식품,떡류,천일염. 호두분태. 건포도. 설탕. 검정콩. 멥쌀,,,,,,
20060494136173,20060494136,(다복솔)소머리찰떡(진공),다복솔식품,떡류,밤다이스. 대추. 호두분태. 당절임. 천일염. 찹쌀. 검정콩. 호박. 생강청,,,,,,
2006049413693,20060494136,(다복솔)쌀떡볶이떡,다복솔식품,떡류,천일염. 멥쌀,,,,,,
20060494136148,20060494136,(다복솔)쌀떡볶이떡(진공),다복솔식품,떡류,멥쌀. 천일염,,,,,,
20060494136111,20060494136,(다복솔)쑥빵찹쌀떡,다복솔식품,떡류,웰가에스피. 천일염. 중력분. 찹쌀. 팥앙금. 설탕. 빵류,,,,,,
20060494136190,20060494136,(다복솔)쑥인절미,다복솔식품,떡류,과.채가공품. 중력분. 천일염. 콩가루. 웰가에스피. 설탕. 찹쌀,,,,,,
20060494136106,20060494136,(다복솔)쑥찹쌀떡,다복솔식품,떡류,과.채가공품. 웰가에스피. 중력분. 천일염. 옥수수전분. 설탕. 팥앙금. 찹쌀,,,,,,
2006049413679,20060494136,(다복솔)약식(진공),다복솔식품,떡류,당절임. 천일염. 대추. 호두분태. 건포도. 밤다이스. 대추액. 찹쌀,,,,,,
20060494136117,20060494136,(다복솔)영양찰밥,다복솔식품,떡류,천일염. 당절임. 설탕. 대추. 호두분태. 건포도. 밤다이스. 검정콩. 찹쌀,,,,,,
20060494136152,20060494136,(다복솔)영양찰밥(진공),다복솔식품,떡류,설탕. 당절임. 천일염. 호두분태. 건포도. 밤다이스. 검정콩. 찹쌀. 대추,,,,,,
20060494136118,20060494136,(다복솔)찰밥,다복솔식품,떡류,천일염. 찹쌀. 검정콩. 설탕,,,,,,
20060494136151,20060494136,(다복솔)찰밥(진공),다복솔식품,떡류,천일염. 설탕. 검정콩. 찹쌀,,,,,,
2006049413669,20060494136,(다복솔)찹쌀떡,다복솔식품,떡류,찹쌀. 팥앙금. 설탕. 옥수수전분. 천일염. 웰가에스피. 중력분,,,,,,
2006049413665,20060494136,(다복솔)콩시루떡,다복솔식품,떡류,맵쌀. 설탕. 콩가루. 천일염,,,,,,
20060494136188,20060494136,(다복솔)콩찰떡(진공),다복솔식품,떡류,찹쌀. 검정콩. 생강청. 아몬드슬라이스. 호두. 천일염,,,,,,
20060494136103,20060494136,(다복솔)콩찰시루떡,다복솔식품,떡류,찹쌀. 콩가루. 설탕. 천일염,,,,,,
20060494136120,20060494136,(다복솔)통팥찰시루떡,다복솔식품,떡류,삶은팥. 찹쌀. 호박. 설탕. 팥가루. 천일염,,,,,,
20060494136176,20060494136,(다복솔)통팥찰시루떡(진공),다복솔식품,떡류,찹쌀. 삶은팥. 팥가루. 설탕. 호박. 천일염,,,,,,
2006049413657,20060494136,(다복솔)팥시루떡,다복솔식품,떡류,맵쌀. 팥가루. 설탕. 천일염,,,,,,
20060494136105,20060494136,(다복솔)흑미찹쌀떡(경단),다복솔식품,떡류,흑미찹쌀. 찹쌀. 팥앙금. 설탕. 빵류. 천일염. 웰가에스피. 중력분,,,,,,
20060494136126,20060494136,(다복솔)흑미찹쌀떡(대),다복솔식품,떡류,흑미찹쌀. 찹쌀. 팥앙금. 설탕. 옥수수전분. 천일염. 웰가에스피. 중력분,,,,,,
20060494136137,20060494136,(다복솔)흰깨송편(진공),다복솔식품,떡류,설탕. 멥쌀. 천일염. 볶은참깨,,,,,,
2006049413681,20060494136,(다복솔)흰인절미,다복솔식품,떡류,찹쌀. 콩가루. 설탕. 천일염. 웰가에스피. 중력분,,,,,,
2006049413656,20060494136,(다복솔)흰절편,다복솔식품,떡류,맵쌀. 천일염,,,,,,
20060494136142,20060494136,(다복솔)흰절편(진공),다복솔식품,떡류,멥쌀. 천일염,,,,,,
2012050112610,20120501126,(다빈)금수강산 김치,부안서해안유한회사농업회사법인,김치,절임배추. 무. 고춧가루. 깐마늘. 깐양파. 대파. 설탕. 젓새우. 액젓. 생강. L-글루타민산나트륨. 부추. 정제소금. 물엿. 기타엿. 삭카린나트륨,,,,,,
200504150203337,20050415020,(닭강정)수원왕갈비맛소스,(주)시아스,소스,물엿. 혼합간장. 설탕. 과채가공품. 대파. 정제수. 소스. 변성전분. 천연향신료. 기타주류. 소스. 기타가공품. 천연향신료. L-글루탐산나트륨. 카라멜색소. 타마린드검. 복합조미식품. 복합조미식품. 구연산. 잔탄검. 5'-리보뉴클레오티드이나트륨. 수크랄로스,,,,,,
20190280077335,20190280077,(당)건새우애호박볶음,(주)잇마플,즉석섭취식품,풋고추. 건새우. 애호박. 콩기름(대두유). 복합조미식품. 염장새우. 마늘. 참깨,,,,,,
20190280077592,20190280077,(당)채소장아찌,(주)잇마플,즉석섭취식품,양파. 오이. 풋고추. 홍고추. 간장. 알룰로오스. 식초. 정제수,,,,,,
20080236134192,20080236134,(대) 돌 백일 1호,(주)공주떡집,떡류,딸기향분말. 참기름. 냉동쑥. 단호박분말. 천일염. 참깨. 검정깨(흑임자). 백설탕. 대두. 찹쌀. 멥쌀. 정제수. 녹차가루. 계피가루,,,,,,
20080236134191,20080236134,(대) 돌 백일 2호,(주)공주떡집,떡류,백설탕. 찹쌀. 멥쌀. 단호박분말. 계피가루. 빵류. 천일염. 정제수. 딸기향분말. 녹차가루. 혼합식용유,,,,,,
20080236134208,20080236134,(대) 행사 1호,(주)공주떡집,떡류,딸기향분말. 참기름. 단호박분말. 하트설기. 찹쌀. 대두. 참깨. 백설탕. 천일염. 정제수. 멥쌀. 검정깨(흑임자). 냉동쑥,,,,,,
20080236134210,20080236134,(대) 행사 2호,(주)공주떡집,떡류,혼합식용유. 팥앙금가루. 정제수. 잣. 땅콩. 냉동쑥. 대추. 천일염. 빵류. 밤. 백설탕. 단호박분말. 찹쌀,,,,,,
201804502621031,20180450262,(대세)덮밥소스,서울향료(주)진천공장,소스,5-리보뉴클레오티드이나트륨. 소스. L-글루탐산나트륨. 정제소금. 소스. 소스. 물엿. 정제수. 설탕. 양조간장,,,,,,
20210352178833,20210352178,(대세)치킨파우더,(주)에프앤에스식품제2공장,기타가공품,전분. 밀가루. 변성전분. 곡류가공품. 천연향신료. 정제소금. 기타설탕. 구아검. 콩기름(대두유). 혼합제제. 터메릭올레오레진. 파프리카추출색소. 비타민B2,,,,,,
20220397234315,20220397234,(대용량)건새우볶음,㈜슈퍼메이커즈 제2센트럴키친,조림류,천연향신료. 참기름. 향미유. 참깨. 고춧가루. 콩기름(대두유). 고추장. 음료베이스. 물엿. 건새우,,,,,,
20220397234318,20220397234,(대용량)꽈리고추멸치볶음,㈜슈퍼메이커즈 제2센트럴키친,조림류,참기름. 가공소금. 참깨. 소스. 올리고당. 혼합간장. 콩기름(대두유). 백설탕. 다진마늘. 꽈리고추. 멸치,,,,,,
20220397234316,20220397234,(대용량)순한진미채볶음,㈜슈퍼메이커즈 제2센트럴키친,조림류,물엿. 마요네즈. 조미건어포. 고추장. 음료베이스. 천연향신료. 향미유. 참깨. 고춧가루. 콩기름(대두유). 참기름,,,,,,
20220397234317,20220397234,(대용량)진미채간장볶음,㈜슈퍼메이커즈 제2센트럴키친,조림류,백설탕. 다진마늘. 버터. 참깨. 물엿. 양조간장. 음료베이스. 마요네즈. 조미건어포,,,,,,
20090522038122,20090522038,(댓잎)찹쌀꽈베기,빚고담고자연그대로영농조합법인(짱아식품),빵류,찹쌀. 대나무잎가루. 강력분. 식품첨가물혼합제제. 곡류가공품. 백설탕. 분유류. 곡류가공품. 효모. 합성팽창제. 가공소금. 식품첨가물혼합제제. 버터. 계란,,,,,,
200403421721484,20040342172,(더담&덕수) 야끼니꾸소스,담원푸드(주),소스,정제수. 혼합간장. 설탕. 소스. L-글루탐산나트륨. 복합조미식품. 청양초맛분말. 후추가루. 정제소금,,,,,,
20120294117113,20120294117,(더베이크)롤케이크,(주)디저트스토리,빵류,식용유지가공품. 식물성크림. 난황. 난백. 박력분. 설탕. 정제수. 가공유크림. 물엿. 식품첨가물혼합제제. 혼합제제,,,,,,
20200078335116,20200078335,(더보일)로투스스콘,(주)와밀,빵류,재제소금(재제조소금). 베이킹파우더. 과자. 기타가공품. 갈색설탕. 버터. 가공유크림. 밀가루,,,,,,
20200078335114,20200078335,(더보일)말차스콘,(주)와밀,빵류,밀가루. 가공유크림. 버터. 마카다미아분태. 화이트초콜릿. 백설탕. 고형차. 베이킹파우더. 재제소금(재제조소금),,,,,,
20200078335115,20200078335,(더보일)오레오스콘,(주)와밀,빵류,재제소금(재제조소금). 베이킹파우더. 갈색설탕. 과자. 준초콜릿. 버터. 가공유크림. 밀가루,,,,,,
200403421721396,20040342172,(덕수&더담) 김치양념베이스,담원푸드(주),복합조미식품,설탕. 복합조미식품. 고춧가루. L-글루탐산나트륨,,,,,,
20080372417123,20080372417,(돈)오뎅탕,(주)청우푸드,즉석조리식품,어묵. 어묵. 복합조미식품. 어묵. 어묵. 어묵. 어묵. 어묵. 어묵,,,,,,
200003682251008,20000368225,(돈까스를1.5배늘린)돈까스데리야끼덮밥,(주)청미,즉석섭취식품,마요네즈. 소스. 쌀. 분쇄가공육제품. 정제수. 천연향신료. 옥수수기름(옥배유). 소스. 콩기름(대두유). 절임식품. 알가열제품,,,,,,
199104450776448,19910445077,(동방푸드)레드와인소스-LM,주식회사 동방푸드마스타,소스,분말결정포도당. 정제수. 과실주. 액상과당. 소스류. 과채가공품류. 기타설탕. 정제소금. 토마토페이스트. 발효식초. 소스류. 발효식초. 식품첨가물혼합제제. 소스류. 소스류. 카라멜색소. 와인향. 젖산. 잔탄검. 기타가공품. 5'-리보뉴클레오티드이나트륨. 천연향신료. 흑후추가루. 천연향신료. 천연향신료,,,,,,
201300202023,20130020202,(땅콩)생막걸리,영동심천탁주공동제조장,탁주,누룩. 과당. 밀가루. 구연산. 정제효소제. 아세설팜칼륨. 정제수. 땅콩 또는 견과류가공품,,,,,,
19790614008435,19790614008,(로아)크림버터혼합분말,(주)희창유업,유함유가공품,유당. 유크림. 가공버터. 카제인나트륨. 제삼인산칼슘. 정제소금. 제이인산칼륨. 레시틴. 글리세린지방산에스테르. 혼합제제. 카라기난. 비타민B2,,,,,,
20030347105901,20030347105,(롯데)롤케익,(주)아워홈,빵류,정제소금. 베이킹파우더. 웰가에스피. 당류가공품. 난백액. 물엿. 콩기름(대두유). 잼. 박력분. 백설탕. 혼합제제. 전란액,,,,,,
20030347105900,20030347105,(롯데)카스텔라,(주)아워홈,빵류,백설탕. 전란액. 난황액. 혼합제제. 베이킹파우더. 물엿. 웰가에스피. 벌꿀. 쇼트닝. 우유. 박력분. 정제소금,,,,,,
20040205152407,20040205152,(루빵)녹차 스틱치즈케익,(주)성민에프에스,빵류,치즈. 설탕. 전란액. 가공유크림. 밀가루. 가공버터. 녹차가루. 일반증류주. 혼합제제. 레몬주스. 주정. 젤라틴. 베이킹파우더. 정제소금. 혼합제제,,,,,,
20040205152408,20040205152,(루빵)블루베리 스틱치즈케익,(주)성민에프에스,빵류,치즈. 설탕. 전란액. 냉동블루베리. 가공유크림. 밀가루. 가공버터. 블루베리퓌레. 일반증류주. 혼합제제. 레몬주스. 젤라틴. 주정. 베이킹파우더. 혼합제제. 정제소금,,,,,,
20040205152543,20040205152,(루빵)스트로베리 스틱치즈케익,(주)성민에프에스,빵류,치즈. 설탕. 전란액. 냉동딸기다이스. 가공유크림. 밀가루. 가공버터. 딸기퓌레. 일반증류주. 혼합제제. 레몬주스. 젤라틴. 주정. 베이킹파우더. 혼합제제. 정제소금,,,,,,
20040205152537,20040205152,(루빵)얼그레이 스틱치즈케익,(주)성민에프에스,빵류,치즈. 설탕. 전란액. 가공유크림. 밀가루. 가공버터. 일반증류주. 침출차. 혼합제제. 레몬주스. 주정. 젤라틴. 베이킹파우더. 정제소금,,,,,,
20040205152536,20040205152,(루빵)오레오 스틱치즈케익,(주)성민에프에스,빵류,주정. 젤라틴. 베이킹파우더. 정제소금. 식물성크림. 마가린. 치즈. 설탕. 과자. 전란액. 가공유크림. 밀가루. 가공버터. 일반증류주. 혼합제제. 레몬주스,,,,,,
20040205152409,20040205152,(루빵)티라미수 스틱치즈케익,(주)성민에프에스,빵류,치즈. 설탕. 전란액. 가공유크림. 밀가루. 가공버터. 코코아분말. 당류가공품. 일반증류주. 혼합제제. 합성향료. 레몬주스. 주정. 젤라틴. 베이킹파우더. 정제소금,,,,,,
199704451442429,19970445144,(리)갈릭퐁당브레드용냉동반죽,씨제이푸드빌주식회사,빵류,밀가루. 정제수. 밀가루. 쇼트닝. 효모. 설탕. 천일염. 식품첨가물혼합제제,,,,,,
199704451441252,19970445144,(리)땅콩크림,씨제이푸드빌주식회사,기타가공품,설탕. 땅콩버터. 마가린. 잔탄검. 가공유크림. 가공버터. 혼합제제. 정제소금. 혼합분유. 우유. 물엿. 정제수. 마가린. 가공버터,,,,,,
199704451441249,19970445144,(리)번토핑물,씨제이푸드빌주식회사,기타가공품,혼합제제. 향료(커피향). 커피. 커피. 기타가공품. 난백액. 백설탕. 밀가루. 마가린,,,,,,
1997044514412,19970445144,(리뉴얼)단팥빵냉동반죽,씨제이푸드빌주식회사,빵류,조림류. 밀가루. 정제수. 백설탕. 마가린. 전란액. 난황액. 우유. 혼합분유. 효모. 천일염. 기타설탕. 혼합제제. 탈지분유. 당류가공품. 혼합제제. 효모,,,,,,
2022026437211,20220264372,(마늘)뚝배기불고기소스,국민푸드스토어,소스,정제수. 탄산음료. 혼합간장. 물엿. 사과. 기타설탕. 간양파. 간마늘. 소주. 간생강. 복합조미식품. 카라멜색소. 식품첨가물혼합제제. 천연향신료,,,,,,
202202643722,20220264372,(마늘)목살갈비소스,국민푸드스토어,소스,식품첨가물. 천연향신료. L-글루탐산나트륨. 정제수. 물엿. 혼합간장. 탄산음료. 기타설탕. 사과. 간양파. 간마늘. 소주. 간생강. 복합조미식품. 카라멜색소. 소스류. 식품첨가물혼합제제,,,,,,
2022026437212,20220264372,(마늘)소갈비양념소스,국민푸드스토어,소스,정제수. 물엿. 혼합간장. 탄산음료. 기타설탕. 사과. 간양파. 간마늘. 소주. 간생강. 복합조미식품. 카라멜색소. 소스류. 식품첨가물혼합제제. 식품첨가물. 천연향신료. L-글루탐산나트륨,,,,,,
1998052002516,19980520025,(마른야채)청국장,매일식품,청국장,대두. 표고벗섯. 다사마. 양파. 대파,,,,,,
